filepath,label,original_split
largeFaceShape_dataset\train\square\square-793-_jpg.rf.a62bd9e8bb3942fa690bc9b2274fc21e.jpg,square,train
largeFaceShape_dataset\train\round\round-453-_jpg.rf.bc8a47386f9fec794cca39b5c4c26d0f.jpg,round,train
largeFaceShape_dataset\train\square\image-square-149_jpg.rf.b0097f054ee5a509e2b4eb796fa34606.jpg,square,train
largeFaceShape_dataset\train\square\square-144-_jpg.rf.5826b4ce507490db638334065116338c.jpg,square,train
largeFaceShape_dataset\train\square\square-951-_jpg.rf.38dc15600618ecebf0de9887597d71b0.jpg,square,train
largeFaceShape_dataset\train\long\29_jpg.rf.4e29947bbc5fad05d582c1a2d498ad03.jpg,long,train
largeFaceShape_dataset\train\heart\heart-771-_jpg.rf.d8d94255ba6bb4e65f05c337ed2ba2b8.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-948-_jpg.rf.7f2788deb7de231ff9cce34c46a350c5.jpg,oval,train
largeFaceShape_dataset\test\heart\heart-163-_jpg.rf.b053b3b04c1533918d95485a69f99f75.jpg,heart,test
largeFaceShape_dataset\train\oval\oval-669-_jpg.rf.58afe4d85e476992b03ee62b6e86b3c2.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-573-_jpg.rf.1d7dbfc7ee74dfc9e2bf73f6cd338c13.jpg,long,train
largeFaceShape_dataset\train\round\round-496-_jpg.rf.273bd9ac21ba19033fabe4dfdf6f968d.jpg,round,train
largeFaceShape_dataset\test\round\round-t55_jpg.rf.f79aa0568a3b5f8892a442aaf2273732.jpg,round,test
largeFaceShape_dataset\train\oval\oval-823-_jpg.rf.e67ab6546926fea27d0df64d1dac2a48.jpg,oval,train
largeFaceShape_dataset\train\round\round-280-_jpg.rf.344f17c182c216b6ef33b30e20db11d7.jpg,round,train
largeFaceShape_dataset\train\heart\heart-342-_jpg.rf.5f66adf3dee8c99ffa09b6e90d187bb2.jpg,heart,train
largeFaceShape_dataset\train\square\square-234_jpg.rf.7939cc3601b060f02a42339fb81edc9d.jpg,square,train
largeFaceShape_dataset\train\heart\heart-591-_jpg.rf.bfefbf89cf1f0e4ed2bd201f2d6fd816.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-837-_jpg.rf.d17a1ca82cf2c9de99052ff57dd363f5.jpg,heart,train
largeFaceShape_dataset\train\long\47_jpg.rf.2246a23d89b9de9ba372d970987d8bcd.jpg,long,train
largeFaceShape_dataset\train\round\round-283-_jpg.rf.a1853411ba02d02e6e8b59ab414adb37.jpg,round,train
largeFaceShape_dataset\train\long\oblong-180-_jpg.rf.508beaa7eb637b5e2a3046b468d3281d.jpg,long,train
largeFaceShape_dataset\train\oval\oval-657-_jpg.rf.98f419362e01bd039786cda4096cdf66.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-723-_jpg.rf.571a808493c6183ef1aaca875576cd11.jpg,long,train
largeFaceShape_dataset\train\round\round-707-_jpg.rf.94aeb80e3d268cc0e4538f5d646ec07e.jpg,round,train
largeFaceShape_dataset\train\heart\heart-388-_jpg.rf.89c98316cca3cfcfc79f7871952c8c2a.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-672-_jpg.rf.3a4b2b7cedc3d36f36eaaaa88d254fa1.jpg,oval,train
largeFaceShape_dataset\train\square\square-796-_jpg.rf.4ccb2792b70a52481bfc19fedb7db0f7.jpg,square,train
largeFaceShape_dataset\train\round\round-447-_jpg.rf.a45f15d95b0c55e35e85c75b88b3b37b.jpg,round,train
largeFaceShape_dataset\train\round\round-851-_jpg.rf.2c914b8a6b85af339f1810b66776e1f5.jpg,round,train
largeFaceShape_dataset\train\long\oblong-732-_jpg.rf.210be7068859eed07adb35f49e69168c.jpg,long,train
largeFaceShape_dataset\train\round\round-185-_jpg.rf.1771c8c6cd6d83dcc4ff35618bd8dcb9.jpg,round,train
largeFaceShape_dataset\train\round\round-45-_jpg.rf.0b16a25f6757814d172ddebb930beddc.jpg,round,train
largeFaceShape_dataset\train\long\oblong-850-_jpg.rf.f0dc002181889e5a347767260ac7942d.jpg,long,train
largeFaceShape_dataset\train\long\oblong-219-_jpg.rf.56a0cafbb8a6e0ef5d323614b572cae4.jpg,long,train
largeFaceShape_dataset\train\oval\oval-610-_jpg.rf.3095857fd920c42315d72accf31d2089.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-503-_jpg.rf.9a3ddbdb4aaf638905d2f03e5ae93fbf.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-461-_jpg.rf.63deebb7cd5cb09b0b20fefabf74a89d.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-191-_jpg.rf.e66ea3e0e12088cba7cc7d0cbc636b1f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-353-_jpg.rf.bbe3d5a303d44a82167106041d0aecee.jpg,heart,train
largeFaceShape_dataset\train\square\square-882-_jpg.rf.c94d0533b70f22a83ce5108432c3d68a.jpg,square,train
largeFaceShape_dataset\train\long\109_jpg.rf.9d530d42e5f9a8f9d29ec494718b741d.jpg,long,train
largeFaceShape_dataset\train\heart\heart-292-_jpg.rf.3a20188507035b755c41cc756be54117.jpg,heart,train
largeFaceShape_dataset\train\square\square-987-_jpg.rf.2d911399ea525d2233fc2ce0d2a267ee.jpg,square,train
largeFaceShape_dataset\test\square\square-t22_jpg.rf.66c80e26098ece876f69e3d42d72233c.jpg,square,test
largeFaceShape_dataset\train\heart\heart-80-_jpg.rf.57b22c243cca0e798ace5a14c49c6ba4.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-832-_jpg.rf.13ff34f81a820d62c48f58bb3e439169.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-194-_jpg.rf.4714e4635f1ba575ceb0cf9a489d9497.jpg,oval,train
largeFaceShape_dataset\train\square\60_jpg.rf.06ca97817a2617fa64a88dadf1e525fb.jpg,square,train
largeFaceShape_dataset\train\round\round-336-_jpg.rf.e3518e6335a1259372c0983b10fb4281.jpg,round,train
largeFaceShape_dataset\train\square\square-745-_jpg.rf.5e01a19505ddcbb8fe8bf749a1515887.jpg,square,train
largeFaceShape_dataset\train\round\round-627_jpg.rf.80f1e151686b25bf27b6bd521456af27.jpg,round,train
largeFaceShape_dataset\train\long\oblong-382-_jpg.rf.9483bd2c78cb184f32bfc008ed70058b.jpg,long,train
largeFaceShape_dataset\train\round\round-243-_jpg.rf.f7cd190a52def1878109595a0147a815.jpg,round,train
largeFaceShape_dataset\train\round\round-369-_jpg.rf.a51c8f3c993c92c8497f12742471f9d0.jpg,round,train
largeFaceShape_dataset\train\round\round-939-_jpg.rf.4c15f58d62214a64bacca83e18eabe3f.jpg,round,train
largeFaceShape_dataset\train\square\square-84-_jpg.rf.e0d722b95afffb0f2ccf1ba18ed5a5e6.jpg,square,train
largeFaceShape_dataset\test\oval\oval-688-_jpg.rf.ce1762d45803885cddb249387624df83.jpg,oval,test
largeFaceShape_dataset\train\square\square-431-_jpg.rf.d39d82dee1d4b3d9e4068272007e45de.jpg,square,train
largeFaceShape_dataset\train\round\image-round-5_jpg.rf.9fb108996a7acdd758ee0df78fa12f67.jpg,round,train
largeFaceShape_dataset\train\oval\oval-64-_jpg.rf.38ffc678729df6d7f3bbcccb81c782cc.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-71-_jpg.rf.9725493bf565f1d2ae3dc0b2f102c0f6.jpg,long,train
largeFaceShape_dataset\train\square\square-727-_jpg.rf.0d621b3d85766170b15392d62fec6647.jpg,square,train
largeFaceShape_dataset\train\long\oblong-577-_jpg.rf.2db0020970c090dd3f25f7d326589e46.jpg,long,train
largeFaceShape_dataset\train\square\square-195_jpg.rf.95574d072e1f17908d4ad298233049a2.jpg,square,train
largeFaceShape_dataset\train\long\55_jpg.rf.292119c5b8b408a9359829f745a323c8.jpg,long,train
largeFaceShape_dataset\train\long\oblong-760-_jpg.rf.69d8f5af6950417da54424b4188b1766.jpg,long,train
largeFaceShape_dataset\test\oval\oval-618-_jpg.rf.15eb11951684185e50f177494aea9384.jpg,oval,test
largeFaceShape_dataset\train\round\round-757-_jpg.rf.055677cb4f607eb3ad22f1acc4ebf8cc.jpg,round,train
largeFaceShape_dataset\train\oval\oval-643-_jpg.rf.2fe80322800aaf692adce0e34ffc6428.jpg,oval,train
largeFaceShape_dataset\train\square\square-350-_jpg.rf.02cc405e53963226fb7dafbe50a2121a.jpg,square,train
largeFaceShape_dataset\train\round\round-44-_jpg.rf.a6e913368c9f390e3cb971632f00dd0b.jpg,round,train
largeFaceShape_dataset\train\round\round-657-_jpg.rf.1f0173444f71f8aa2227e3ae72987fe2.jpg,round,train
largeFaceShape_dataset\train\square\image-square-155_jpg.rf.e4bd595184300da607884c7093d5d8a8.jpg,square,train
largeFaceShape_dataset\train\round\round-218-_jpg.rf.52373fc7a712f63faa94ae799a22c8dc.jpg,round,train
largeFaceShape_dataset\train\square\square-22-_jpg.rf.42b1203ab61f377916e3189bdad78e9d.jpg,square,train
largeFaceShape_dataset\train\oval\oval-103-_jpg.rf.fa985db394746273fe817cf336b083d0.jpg,oval,train
largeFaceShape_dataset\train\round\round-852-_jpg.rf.915d6c35b3d6c0c66783197ad10c41aa.jpg,round,train
largeFaceShape_dataset\train\oval\oval-937-_jpg.rf.edcc015e076f77072e8cb11a45e43ea8.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-757-_jpg.rf.72f0ff7a5db93541e02c69789b88eb09.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-574-_jpg.rf.144795e2ad7dc6cccedd0daa7a4e3219.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-464-_jpg.rf.24f95535de2e087e1536ae7c23a4622b.jpg,oval,train
largeFaceShape_dataset\train\square\square-539-_jpg.rf.d16b9a7efe5dfc911ffc332ff898636c.jpg,square,train
largeFaceShape_dataset\test\square\square-67-_jpg.rf.58f3dafe0691c811aeaff3938f7091ea.jpg,square,test
largeFaceShape_dataset\test\square\69_jpg.rf.2c902b2e7e766a8f87527bad44db4316.jpg,square,test
largeFaceShape_dataset\train\oval\ovale-296_jpg.rf.0f1ab6935c217a5f172e2cf5c7c697d8.jpg,oval,train
largeFaceShape_dataset\train\square\image-square-170_jpg.rf.80b2c4774e1afdcae22df894dd123726.jpg,square,train
largeFaceShape_dataset\train\long\oblong-281-_jpg.rf.6ed929c77dbbfdeab3762284fffc61af.jpg,long,train
largeFaceShape_dataset\train\round\round-143-_jpg.rf.5a8d74c718d78ee2302a8abc31b34359.jpg,round,train
largeFaceShape_dataset\train\round\round-829-_jpg.rf.4e341a643ed13af8ea427fc45e0df987.jpg,round,train
largeFaceShape_dataset\train\round\round-320-_jpg.rf.a19851b1727c6eb6a562639922345481.jpg,round,train
largeFaceShape_dataset\train\long\35_jpg.rf.b02648e5152cbf080f54cc3b921b9dee.jpg,long,train
largeFaceShape_dataset\train\heart\heart-730-_jpg.rf.8df34662a3141084fa52f62dddf9efff.jpg,heart,train
largeFaceShape_dataset\train\square\square-89-_jpg.rf.5161b3ad3ce37f1169bfd5c413555e02.jpg,square,train
largeFaceShape_dataset\train\oval\oval-108-_jpg.rf.ced557d27327d4a9b46a55830dfd2514.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-801-_jpg.rf.caf3e0f7fda0668274622d723128b92e.jpg,oval,train
largeFaceShape_dataset\train\round\round-914-_jpg.rf.4c8a58dc96ea732eff3bb94a1e432386.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-421_jpg.rf.15ee6212068974a7b46b9f36e4e199ff.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-652-_jpg.rf.9139ed13c7ae59a7a4aff1ce687ccdfb.jpg,long,train
largeFaceShape_dataset\train\heart\heart-176-_jpg.rf.d2a3d3d36c2a36891614d8daae388fb7.jpg,heart,train
largeFaceShape_dataset\test\long\oblong-576-_jpg.rf.7f0bd76373ea2192e14d04fa85f73a98.jpg,long,test
largeFaceShape_dataset\train\square\118_jpg.rf.ef9fda99c767c1cc2e4cb5a968c87b09.jpg,square,train
largeFaceShape_dataset\train\round\round-193-_jpg.rf.0e238ea778740d716b83b061fbcf5578.jpg,round,train
largeFaceShape_dataset\train\round\round-520_jpg.rf.77ba7da28a924b6000b15ba53f62826c.jpg,round,train
largeFaceShape_dataset\train\long\oblong-416-_jpg.rf.7a1556f76facba26f82d625b5a2b1c1e.jpg,long,train
largeFaceShape_dataset\train\round\round-619_jpg.rf.6be4a231b2031061e9fac950260d1d2d.jpg,round,train
largeFaceShape_dataset\train\long\oblong-459-_jpg.rf.cbe779725e8e9dfa88fcbfc8111fc564.jpg,long,train
largeFaceShape_dataset\train\oval\ovale-308_jpg.rf.083f9cfec8177993467cd15a78f5207f.jpg,oval,train
largeFaceShape_dataset\train\square\141_jpg.rf.348365ebe9c02193fff8624141040cff.jpg,square,train
largeFaceShape_dataset\train\round\round-219-_jpg.rf.7364c734f30cfd8b7bd818441122a663.jpg,round,train
largeFaceShape_dataset\train\heart\heart-933-_jpg.rf.40bbba0ebe9828f8aef836d1e16f7b67.jpg,heart,train
largeFaceShape_dataset\train\oval\image-ovale-243_jpg.rf.bd23e35a44c2dde344ba45f42882f2f6.jpg,oval,train
largeFaceShape_dataset\train\square\74_jpg.rf.5b90bc5c73d9dd12d1b715c3660caa41.jpg,square,train
largeFaceShape_dataset\train\square\square-534-_jpg.rf.8162f58466bdb3e1faca46f64ab7b879.jpg,square,train
largeFaceShape_dataset\train\oval\oval-813-_jpg.rf.1b82b28b22c8cbc2856a68127fe096a5.jpg,oval,train
largeFaceShape_dataset\train\round\round-202-_jpg.rf.de9844dca7414c1557e17c1c665bdaf9.jpg,round,train
largeFaceShape_dataset\train\round\round-633-_jpg.rf.4044e079d890a9b9a5b357948f228c6a.jpg,round,train
largeFaceShape_dataset\train\square\square-187_jpg.rf.91de2f687ef3e805b0bac35e5c9b17c7.jpg,square,train
largeFaceShape_dataset\train\long\oblong-176-_jpg.rf.5eed2e9a4ba62b07af7176c93ce9ea37.jpg,long,train
largeFaceShape_dataset\train\oval\oval-591-_jpg.rf.c8448ac1a55d6073a1b4f20e1087417a.jpg,oval,train
largeFaceShape_dataset\train\square\square-728-_jpg.rf.b0629e555bc84c3f596e2484853633c0.jpg,square,train
largeFaceShape_dataset\train\heart\heart-853-_jpg.rf.9c8f0df8ca47de70025a0f6c080202ce.jpg,heart,train
largeFaceShape_dataset\train\square\square-80-_jpg.rf.7aafdc8026e74519dcb0c660f7c00092.jpg,square,train
largeFaceShape_dataset\train\square\square-699-_jpg.rf.48088048d2b9b892fed636b3c9f39288.jpg,square,train
largeFaceShape_dataset\train\oval\oval-490-_jpg.rf.0232268de0554a8408d72c45b0b9dbb1.jpg,oval,train
largeFaceShape_dataset\train\round\round-387-_jpg.rf.ec8c825086e606730dbac84e1e184a12.jpg,round,train
largeFaceShape_dataset\train\long\42_jpg.rf.c4b105a0118b7bbb69cc84a9f6217e6e.jpg,long,train
largeFaceShape_dataset\train\round\round-637-_jpg.rf.c06c8658181f7b2b38b22a9261e40de5.jpg,round,train
largeFaceShape_dataset\train\heart\heart-22-_jpg.rf.6bc3f8c613d6b70e25b031584ff33fe8.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-646-_jpg.rf.6f727ad1979ec1a692efd1245b9ace2c.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-951-_jpg.rf.2cd1c43bc3de619c46388b6122edfba7.jpg,oval,train
largeFaceShape_dataset\train\square\square-281-_jpg.rf.d95b31a4baf815a5a67905ccc5713260.jpg,square,train
largeFaceShape_dataset\train\oval\ovale-433_jpg.rf.0757338267841c38944bc390d2270133.jpg,oval,train
largeFaceShape_dataset\test\round\round-428-_jpg.rf.ff3418dcd2803a2fca6d4083f02899e8.jpg,round,test
largeFaceShape_dataset\train\heart\heart-306-_jpg.rf.cb1c76cfa52cd56a343f403e174ebba6.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-979-_jpg.rf.6e5ddad9784acc86b23258746d65200b.jpg,long,train
largeFaceShape_dataset\train\square\square-556-_jpg.rf.6befcad6014b66bbd76a52926aff33fb.jpg,square,train
largeFaceShape_dataset\train\heart\heart-208-_jpg.rf.564c1094d1f6f55ba4969538e95fd693.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-412-_jpg.rf.4ebca5c01c76dd93bb4f56cc2a32b925.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-71-_jpg.rf.d87399f5b91fad948b53723197a647e1.jpg,long,train
largeFaceShape_dataset\train\oval\oval-228-_jpg.rf.a1e46217278240f2985bdf8ecee9d31c.jpg,oval,train
largeFaceShape_dataset\train\round\round-771-_jpg.rf.4d5eec157219dfde070c78ac49a64a05.jpg,round,train
largeFaceShape_dataset\train\round\round-204-_jpg.rf.80a8d358357ea50a1b35bfe0aa76639d.jpg,round,train
largeFaceShape_dataset\train\long\131_jpg.rf.8c3fd68accbcd3cebb84ade181658b3f.jpg,long,train
largeFaceShape_dataset\train\square\square-386-_jpg.rf.8186951deb57a26c052f1934142248e5.jpg,square,train
largeFaceShape_dataset\train\round\round-656_jpg.rf.cbeba4c65667926ed3fefe5f4f2881d0.jpg,round,train
largeFaceShape_dataset\test\heart\heart-240-_jpg.rf.40ab784bfae1501dfea161a08f4cb276.jpg,heart,test
largeFaceShape_dataset\train\oval\oval-192-_jpg.rf.0c6e397ce76dd9667633dfe2311e966f.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-945-_jpg.rf.a8ae28a6a0ec628bba952d5a24bd0520.jpg,oval,train
largeFaceShape_dataset\train\square\154_jpg.rf.cf9e1bd1f0ea7f06556d55d24d809997.jpg,square,train
largeFaceShape_dataset\train\square\square-657-_jpg.rf.6dba3aecba032ffdea21b295aa6cae63.jpg,square,train
largeFaceShape_dataset\train\long\oblong-626-_jpg.rf.94a4d93852fbab2d9e3b98ec346330ce.jpg,long,train
largeFaceShape_dataset\train\long\oblong-84-_jpg.rf.8e01a3198e0d07c4e87e1f07b2dad23b.jpg,long,train
largeFaceShape_dataset\train\oval\oval-413-_jpg.rf.873579f2a57ced8d02903db5c605efb3.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-122-_jpg.rf.fc0d8548eb9a7eae6db6cd9cbc372d91.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-910-_jpg.rf.230ec99fda92be118e7b9eddbff29384.jpg,oval,train
largeFaceShape_dataset\train\oval\15_jpg.rf.731170a81523de0abd4ff10dad9c6955.jpg,oval,train
largeFaceShape_dataset\train\square\square-70-_jpg.rf.593b30870b6e6e19e9c9d18ad5272481.jpg,square,train
largeFaceShape_dataset\train\oval\image-ovale-256_jpg.rf.8e36d92bdbbcc95961c56bf6b26eba20.jpg,oval,train
largeFaceShape_dataset\train\round\round-422_jpg.rf.47562b79f00db0da5b148a6e10e28de4.jpg,round,train
largeFaceShape_dataset\train\oval\oval-178-_jpg.rf.07640dadfa7eddd2cfd00e1be16d20b8.jpg,oval,train
largeFaceShape_dataset\test\oval\oval-219-_jpg.rf.f22d8543f3d6529134396852fd193cc9.jpg,oval,test
largeFaceShape_dataset\train\round\round-559_jpg.rf.81a8d65b8d3a58407cd0d24661025d20.jpg,round,train
largeFaceShape_dataset\train\oval\oval-845-_jpg.rf.99df21c280af6591234bdbf6bf35b594.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-456-_jpg.rf.9a95b603e3a6c31307b5b1e554b62e2b.jpg,oval,train
largeFaceShape_dataset\train\round\round-296-_jpg.rf.b4174a6fad490083e6abefbc1a535866.jpg,round,train
largeFaceShape_dataset\train\square\image-square-144_jpg.rf.9d2a9eb757756f67497ae5f53e32c945.jpg,square,train
largeFaceShape_dataset\train\heart\heart-304-_jpg.rf.e3faf761ff0d0f83b3376cb6e614618a.jpg,heart,train
largeFaceShape_dataset\train\square\square-670-_jpg.rf.b826c752dd2294ff1a1d1ad4622af46c.jpg,square,train
largeFaceShape_dataset\train\heart\heart-544-_jpg.rf.63aa8670005c778f91e9428d692e531d.jpg,heart,train
largeFaceShape_dataset\train\square\37_jpg.rf.596d0f019174ae25f56d051073de1dcc.jpg,square,train
largeFaceShape_dataset\train\round\round-38-_jpg.rf.1912aa2d7d8df8f7a5c09a5d7e184282.jpg,round,train
largeFaceShape_dataset\train\square\square-23-_jpg.rf.4ea9d549cf22f47e608be8752b3553d8.jpg,square,train
largeFaceShape_dataset\test\heart\heart-919-_jpg.rf.87f3228dcd8b0087deb4fe084b264f6f.jpg,heart,test
largeFaceShape_dataset\train\round\round-82-_jpg.rf.0e78793f2d65e542e5bfe6a10b769cb5.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-321_jpg.rf.266c5206c69f2d7790528e5d0c40b7eb.jpg,oval,train
largeFaceShape_dataset\train\square\square-39-_jpg.rf.cee6ef2358a0388a6f33299cc6777544.jpg,square,train
largeFaceShape_dataset\train\long\oblong-20-_jpg.rf.811300639dd79df07cd83132d1bcc484.jpg,long,train
largeFaceShape_dataset\train\round\round-977-_jpg.rf.20f39faa07fc71279c97479b625277a6.jpg,round,train
largeFaceShape_dataset\train\oval\oval-829-_jpg.rf.483af85ebfa1af4af4a5cc6376d9512e.jpg,oval,train
largeFaceShape_dataset\train\round\round-798-_jpg.rf.39d397d1cd2d4eed52d4dbd55ed03e4b.jpg,round,train
largeFaceShape_dataset\train\round\image-round-4_jpg.rf.cddde7e63494bac23ecb5cff9d45eafb.jpg,round,train
largeFaceShape_dataset\train\oval\oval-925-_jpg.rf.0845d78cb9214165f7d6767f34aa20dd.jpg,oval,train
largeFaceShape_dataset\train\round\round-383-_jpg.rf.9011d01c92cf25cafc01cd2c83111e01.jpg,round,train
largeFaceShape_dataset\train\oval\oval-426-_jpg.rf.889fadee880a1c112a048435d8b97ae8.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-569-_jpg.rf.e1bef096b8a21c30b7d97b3173da3182.jpg,long,train
largeFaceShape_dataset\train\square\square-20-_jpg.rf.e8d9552fa77c540405d1f27ae5b5493e.jpg,square,train
largeFaceShape_dataset\test\long\oblong-280-_jpg.rf.6de9e27821a37c1d7f1a7794eaa2f4eb.jpg,long,test
largeFaceShape_dataset\train\square\square-340-_jpg.rf.79883d648e6e4fe8e0a0378ace42ca85.jpg,square,train
largeFaceShape_dataset\train\long\oblong-665-_jpg.rf.d9ce54865b03725b029ee5d9b10eb22e.jpg,long,train
largeFaceShape_dataset\train\oval\15_jpg.rf.238bbc33efcfa669f28031c90cfa0efe.jpg,oval,train
largeFaceShape_dataset\train\long\114_jpg.rf.58997b070777559beaa03dc6a1cbb54c.jpg,long,train
largeFaceShape_dataset\train\oval\oval-297-_jpg.rf.36def407e6819d970f8a4ddf1bba93b7.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-441-_jpg.rf.b26a6a3aefcbd0a063ba6e55aa20d07c.jpg,long,train
largeFaceShape_dataset\train\long\122_jpg.rf.5b00278e99723b9ecb39a0a94ef2dc14.jpg,long,train
largeFaceShape_dataset\test\heart\heart-233-_jpg.rf.6fc4bd41b768a397001d413f606ea7a8.jpg,heart,test
largeFaceShape_dataset\train\round\image-round-79_jpg.rf.50d97c735ecd805bea854fc60885b202.jpg,round,train
largeFaceShape_dataset\train\oval\image-ovale-251_jpg.rf.5969c5e05eed8c9fb40eb99ab74b8a9c.jpg,oval,train
largeFaceShape_dataset\train\long\43_jpg.rf.5c4b44d03130b190b330a176b74f2b5c.jpg,long,train
largeFaceShape_dataset\test\square\square-t56_jpg.rf.7c5b5ff0d0941f7886bcd0576fbbd2ea.jpg,square,test
largeFaceShape_dataset\test\square\99_jpg.rf.477f19e830414cdf25abe60eaaafbbc8.jpg,square,test
largeFaceShape_dataset\train\heart\heart-521-_jpg.rf.d1599415ded62dabfede166d951a8fec.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-411-_jpg.rf.bba74396c5bf8dda49eeade602ed9d66.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-204-_jpg.rf.42a99892363614246797755f2b51c4c7.jpg,long,train
largeFaceShape_dataset\train\long\oblong-440-_jpg.rf.16cf02de21d752eff7695666c80cffd4.jpg,long,train
largeFaceShape_dataset\train\oval\oval-421-_jpg.rf.d3147c51be3ce58d44beb73138125048.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-48-_jpg.rf.94f32c3c82faf983d729489222e37379.jpg,long,train
largeFaceShape_dataset\train\long\oblong-596-_jpg.rf.32e721d8a0c14b1fb84a19a7823f0391.jpg,long,train
largeFaceShape_dataset\train\oval\image-ovale-195_jpg.rf.f70d7a096b84188f0958d9303d106847.jpg,oval,train
largeFaceShape_dataset\train\oval\image-ovale-251_jpg.rf.2f29e44f11eb69615f4891586791c31c.jpg,oval,train
